_id,Year_Month,Route,Card Type,Trip
1646,2025-03,F8 Cockatoo Island,Day Pass without SAF,0
1647,2025-03,F8 Cockatoo Island,Employee,157
1648,2025-03,F8 Cockatoo Island,Free Travel,106
1649,2025-03,F8 Cockatoo Island,School Student,742
1650,2025-03,F8 Cockatoo Island,Senior/Pensioner,7846
1651,2025-03,F8 Cockatoo Island,Sgl Trip Ferry Adult,277
1652,2025-03,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,96
1653,2025-03,F9 Watsons Bay,Adult,30104
1654,2025-03,F9 Watsons Bay,CTP,85953
1655,2025-03,F9 Watsons Bay,Child/Youth,2714
1656,2025-03,F9 Watsons Bay,Concession,1676
1657,2025-03,F9 Watsons Bay,Day Pass without SAF,0
1658,2025-03,F9 Watsons Bay,Employee,285
1659,2025-03,F9 Watsons Bay,Free Travel,79
1660,2025-03,F9 Watsons Bay,School Student,647
1661,2025-03,F9 Watsons Bay,Senior/Pensioner,16238
1662,2025-03,F9 Watsons Bay,Sgl Trip Ferry Adult,1387
1663,2025-03,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,338
1664,2025-03,MFF Manly Fast Ferry,Adult,0
1665,2025-03,MFF Manly Fast Ferry,CTP,0
1666,2025-03,MFF Manly Fast Ferry,Child/Youth,0
1667,2025-03,MFF Manly Fast Ferry,Concession,0
1668,2025-03,MFF Manly Fast Ferry,Employee,0
1669,2025-03,MFF Manly Fast Ferry,Free Travel,0
1670,2025-03,MFF Manly Fast Ferry,School Student,0
1671,2025-03,MFF Manly Fast Ferry,Senior/Pensioner,0
1672,2025-03,MFF Manly Fast Ferry,Sgl Trip Ferry Adult,0
1673,2025-03,MFF Manly Fast Ferry,Sgl Trip Ferry Child/Youth,0
1674,2025-04,118F Newcastle,Adult,6578
1675,2025-04,118F Newcastle,CTP,18312
1676,2025-04,118F Newcastle,Child/Youth,1768
1677,2025-04,118F Newcastle,Concession,565
1678,2025-04,118F Newcastle,Day Pass without SAF,1
1679,2025-04,118F Newcastle,Employee,319
1680,2025-04,118F Newcastle,Free Travel,273
1681,2025-04,118F Newcastle,School Student,128
1682,2025-04,118F Newcastle,Senior/Pensioner,9965
1683,2025-04,F1 Manly,Adult,161420
1684,2025-04,F1 Manly,CTP,393388
1685,2025-04,F1 Manly,Child/Youth,37354
1686,2025-04,F1 Manly,Concession,12664
1687,2025-04,F1 Manly,Day Pass without SAF,27
1688,2025-04,F1 Manly,Employee,1953
1689,2025-04,F1 Manly,Free Travel,693
1690,2025-04,F1 Manly,School Student,1552
1691,2025-04,F1 Manly,Senior/Pensioner,67452
1692,2025-04,F1 Manly,Sgl Trip Ferry Adult,10478
1693,2025-04,F1 Manly,Sgl Trip Ferry Child/Youth,7653
1694,2025-04,F1 Manly,UNKNOWN,5
1695,2025-04,F2 Taronga Zoo,Adult,33783
1696,2025-04,F2 Taronga Zoo,CTP,75797
1697,2025-04,F2 Taronga Zoo,Child/Youth,13813
1698,2025-04,F2 Taronga Zoo,Concession,2099
1699,2025-04,F2 Taronga Zoo,Day Pass without SAF,1
1700,2025-04,F2 Taronga Zoo,Employee,275
1701,2025-04,F2 Taronga Zoo,Free Travel,115
1702,2025-04,F2 Taronga Zoo,School Student,312
1703,2025-04,F2 Taronga Zoo,Senior/Pensioner,9345
1704,2025-04,F2 Taronga Zoo,Sgl Trip Ferry Adult,4237
1705,2025-04,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,3069
1706,2025-04,F2 Taronga Zoo,UNKNOWN,1
1707,2025-04,F3 Parramatta River,Adult,57639
1708,2025-04,F3 Parramatta River,CTP,101329
1709,2025-04,F3 Parramatta River,Child/Youth,15677
1710,2025-04,F3 Parramatta River,Concession,3252
1711,2025-04,F3 Parramatta River,Day Pass Child/Youth w/o SAF,1
1712,2025-04,F3 Parramatta River,Day Pass without SAF,6
1713,2025-04,F3 Parramatta River,Employee,887
1714,2025-04,F3 Parramatta River,Free Travel,276
1715,2025-04,F3 Parramatta River,School Student,1978
1716,2025-04,F3 Parramatta River,Senior/Pensioner,32809
1717,2025-04,F3 Parramatta River,Sgl Trip Ferry Adult,5504
1718,2025-04,F3 Parramatta River,Sgl Trip Ferry Child/Youth,2152
1719,2025-04,F3 Parramatta River,UNKNOWN,0
1720,2025-04,F4 Pyrmont Bay,Adult,54520
1721,2025-04,F4 Pyrmont Bay,CTP,125766
1722,2025-04,F4 Pyrmont Bay,Child/Youth,24869
1723,2025-04,F4 Pyrmont Bay,Concession,3200
1724,2025-04,F4 Pyrmont Bay,Day Pass without SAF,7
1725,2025-04,F4 Pyrmont Bay,Employee,755
1726,2025-04,F4 Pyrmont Bay,Free Travel,228
1727,2025-04,F4 Pyrmont Bay,School Student,914
1728,2025-04,F4 Pyrmont Bay,Senior/Pensioner,26032
1729,2025-04,F4 Pyrmont Bay,Sgl Trip Ferry Adult,4624
1730,2025-04,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,3742
1731,2025-04,F4 Pyrmont Bay,UNKNOWN,1
1732,2025-04,F5 Neutral Bay,Adult,9849
1733,2025-04,F5 Neutral Bay,CTP,23660
1734,2025-04,F5 Neutral Bay,Child/Youth,1259
1735,2025-04,F5 Neutral Bay,Concession,1043
1736,2025-04,F5 Neutral Bay,Day Pass without SAF,0
1737,2025-04,F5 Neutral Bay,Employee,120
1738,2025-04,F5 Neutral Bay,Free Travel,51
1739,2025-04,F5 Neutral Bay,School Student,137
1740,2025-04,F5 Neutral Bay,Senior/Pensioner,7789
1741,2025-04,F5 Neutral Bay,Sgl Trip Ferry Adult,341
1742,2025-04,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,227
1743,2025-04,F5 Neutral Bay,UNKNOWN,2
1744,2025-04,F6 Mosman Bay,Adult,13064
1745,2025-04,F6 Mosman Bay,CTP,30642
1746,2025-04,F6 Mosman Bay,Child/Youth,2213
1747,2025-04,F6 Mosman Bay,Concession,1491
1748,2025-04,F6 Mosman Bay,Day Pass without SAF,0
1749,2025-04,F6 Mosman Bay,Employee,215
1750,2025-04,F6 Mosman Bay,Free Travel,89
1751,2025-04,F6 Mosman Bay,School Student,170
1752,2025-04,F6 Mosman Bay,Senior/Pensioner,12017
1753,2025-04,F6 Mosman Bay,Sgl Trip Ferry Adult,545
1754,2025-04,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,437
1755,2025-04,F6 Mosman Bay,UNKNOWN,2
1756,2025-04,F7 Double Bay,Adult,3342
1757,2025-04,F7 Double Bay,CTP,13184
1758,2025-04,F7 Double Bay,Child/Youth,591
1759,2025-04,F7 Double Bay,Concession,207
1760,2025-04,F7 Double Bay,Day Pass without SAF,0
1761,2025-04,F7 Double Bay,Employee,22
1762,2025-04,F7 Double Bay,Free Travel,17
1763,2025-04,F7 Double Bay,School Student,52
1764,2025-04,F7 Double Bay,Senior/Pensioner,3177
1765,2025-04,F7 Double Bay,Sgl Trip Ferry Adult,72
1766,2025-04,F7 Double Bay,Sgl Trip Ferry Child/Youth,39
1767,2025-04,F7 Double Bay,UNKNOWN,0
1768,2025-04,F8 Cockatoo Island,Adult,10350
1769,2025-04,F8 Cockatoo Island,CTP,21702
1770,2025-04,F8 Cockatoo Island,Child/Youth,3787
1771,2025-04,F8 Cockatoo Island,Concession,837
1772,2025-04,F8 Cockatoo Island,Day Pass without SAF,0
1773,2025-04,F8 Cockatoo Island,Employee,140
1774,2025-04,F8 Cockatoo Island,Free Travel,72
1775,2025-04,F8 Cockatoo Island,School Student,411
1776,2025-04,F8 Cockatoo Island,Senior/Pensioner,7802
1777,2025-04,F8 Cockatoo Island,Sgl Trip Ferry Adult,345
1778,2025-04,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,257
1779,2025-04,F8 Cockatoo Island,UNKNOWN,0
1780,2025-04,F9 Watsons Bay,Adult,33441
1781,2025-04,F9 Watsons Bay,CTP,81301
1782,2025-04,F9 Watsons Bay,Child/Youth,7328
1783,2025-04,F9 Watsons Bay,Concession,1929
1784,2025-04,F9 Watsons Bay,Day Pass without SAF,0
1785,2025-04,F9 Watsons Bay,Employee,287
1786,2025-04,F9 Watsons Bay,Free Travel,88
1787,2025-04,F9 Watsons Bay,School Student,304
1788,2025-04,F9 Watsons Bay,Senior/Pensioner,17529
1789,2025-04,F9 Watsons Bay,Sgl Trip Ferry Adult,1014
1790,2025-04,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,634
1791,2025-04,F9 Watsons Bay,UNKNOWN,1
1792,2025-04,MFF Manly Fast Ferry,Adult,725
1793,2025-04,MFF Manly Fast Ferry,CTP,4754
1794,2025-04,MFF Manly Fast Ferry,Child/Youth,226
1795,2025-04,MFF Manly Fast Ferry,Concession,31
1796,2025-04,MFF Manly Fast Ferry,Day Pass without SAF,1
1797,2025-04,MFF Manly Fast Ferry,Employee,43
1798,2025-04,MFF Manly Fast Ferry,Free Travel,8
1799,2025-04,MFF Manly Fast Ferry,School Student,28
1800,2025-04,MFF Manly Fast Ferry,Senior/Pensioner,605
1801,2025-04,MFF Manly Fast Ferry,Sgl Trip Ferry Adult,472
1802,2025-04,MFF Manly Fast Ferry,Sgl Trip Ferry Child/Youth,209
1803,2025-05,118F Newcastle,Adult,5733
1804,2025-05,118F Newcastle,CTP,15251
1805,2025-05,118F Newcastle,Child/Youth,677
1806,2025-05,118F Newcastle,Concession,598
1807,2025-05,118F Newcastle,Employee,225
1808,2025-05,118F Newcastle,Free Travel,300
1809,2025-05,118F Newcastle,School Student,273
1810,2025-05,118F Newcastle,Senior/Pensioner,8659
1811,2025-05,F1 Manly,Adult,122512
1812,2025-05,F1 Manly,CTP,297863
1813,2025-05,F1 Manly,Child/Youth,12488
1814,2025-05,F1 Manly,Concession,9906
1815,2025-05,F1 Manly,Day Pass without SAF,5
1816,2025-05,F1 Manly,Employee,1629
1817,2025-05,F1 Manly,Free Travel,519
1818,2025-05,F1 Manly,School Student,2528
1819,2025-05,F1 Manly,Senior/Pensioner,54924
1820,2025-05,F1 Manly,Sgl Trip Ferry Adult,4084
1821,2025-05,F1 Manly,Sgl Trip Ferry Child/Youth,1784
1822,2025-05,F2 Taronga Zoo,Adult,23397
1823,2025-05,F2 Taronga Zoo,CTP,53852
1824,2025-05,F2 Taronga Zoo,Child/Youth,4982
1825,2025-05,F2 Taronga Zoo,Concession,1480
1826,2025-05,F2 Taronga Zoo,Day Pass without SAF,0
1827,2025-05,F2 Taronga Zoo,Employee,199
1828,2025-05,F2 Taronga Zoo,Free Travel,80
1829,2025-05,F2 Taronga Zoo,School Student,541
1830,2025-05,F2 Taronga Zoo,Senior/Pensioner,6895
1831,2025-05,F2 Taronga Zoo,Sgl Trip Ferry Adult,1918
1832,2025-05,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,709
1833,2025-05,F3 Parramatta River,Adult,54689
1834,2025-05,F3 Parramatta River,CTP,91319
1835,2025-05,F3 Parramatta River,Child/Youth,7727
1836,2025-05,F3 Parramatta River,Concession,3039
1837,2025-05,F3 Parramatta River,Day Pass Child/Youth w/o SAF,38
1838,2025-05,F3 Parramatta River,Day Pass without SAF,18
1839,2025-05,F3 Parramatta River,Employee,895
1840,2025-05,F3 Parramatta River,Free Travel,285
1841,2025-05,F3 Parramatta River,School Student,3696
1842,2025-05,F3 Parramatta River,Senior/Pensioner,29845
1843,2025-05,F3 Parramatta River,Sgl Trip Ferry Adult,3825
1844,2025-05,F3 Parramatta River,Sgl Trip Ferry Child/Youth,935
1845,2025-05,F4 Pyrmont Bay,Adult,48709
1846,2025-05,F4 Pyrmont Bay,CTP,112595
1847,2025-05,F4 Pyrmont Bay,Child/Youth,13657
1848,2025-05,F4 Pyrmont Bay,Concession,3539
1849,2025-05,F4 Pyrmont Bay,Day Pass without SAF,5
1850,2025-05,F4 Pyrmont Bay,Employee,719
1851,2025-05,F4 Pyrmont Bay,Free Travel,215
1852,2025-05,F4 Pyrmont Bay,School Student,1828
1853,2025-05,F4 Pyrmont Bay,Senior/Pensioner,26518
1854,2025-05,F4 Pyrmont Bay,Sgl Trip Ferry Adult,2463
1855,2025-05,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,1377
1856,2025-05,F5 Neutral Bay,Adult,9568
1857,2025-05,F5 Neutral Bay,CTP,24613
1858,2025-05,F5 Neutral Bay,Child/Youth,835
1859,2025-05,F5 Neutral Bay,Concession,1077
1860,2025-05,F5 Neutral Bay,Day Pass without SAF,0
1861,2025-05,F5 Neutral Bay,Employee,152
1862,2025-05,F5 Neutral Bay,Free Travel,41
1863,2025-05,F5 Neutral Bay,School Student,325
1864,2025-05,F5 Neutral Bay,Senior/Pensioner,8436
1865,2025-05,F5 Neutral Bay,Sgl Trip Ferry Adult,153
1866,2025-05,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,49
1867,2025-05,F6 Mosman Bay,Adult,12994
1868,2025-05,F6 Mosman Bay,CTP,30616
1869,2025-05,F6 Mosman Bay,Child/Youth,1266
1870,2025-05,F6 Mosman Bay,Concession,1505
1871,2025-05,F6 Mosman Bay,Day Pass without SAF,0
1872,2025-05,F6 Mosman Bay,Employee,251
1873,2025-05,F6 Mosman Bay,Free Travel,81
1874,2025-05,F6 Mosman Bay,School Student,345
1875,2025-05,F6 Mosman Bay,Senior/Pensioner,11478
1876,2025-05,F6 Mosman Bay,Sgl Trip Ferry Adult,216
1877,2025-05,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,124
1878,2025-05,F7 Double Bay,Adult,3133
1879,2025-05,F7 Double Bay,CTP,12327
1880,2025-05,F7 Double Bay,Child/Youth,384
1881,2025-05,F7 Double Bay,Concession,154
1882,2025-05,F7 Double Bay,Day Pass without SAF,0
1883,2025-05,F7 Double Bay,Employee,18
1884,2025-05,F7 Double Bay,Free Travel,9
1885,2025-05,F7 Double Bay,School Student,79
1886,2025-05,F7 Double Bay,Senior/Pensioner,2995
1887,2025-05,F7 Double Bay,Sgl Trip Ferry Adult,24
1888,2025-05,F7 Double Bay,Sgl Trip Ferry Child/Youth,2
1889,2025-05,F8 Cockatoo Island,Adult,10194
1890,2025-05,F8 Cockatoo Island,CTP,20450
1891,2025-05,F8 Cockatoo Island,Child/Youth,2583
1892,2025-05,F8 Cockatoo Island,Concession,890
1893,2025-05,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,121
1894,2025-05,F8 Cockatoo Island,Day Pass without SAF,15
1895,2025-05,F8 Cockatoo Island,Employee,138
1896,2025-05,F8 Cockatoo Island,Free Travel,65
1897,2025-05,F8 Cockatoo Island,School Student,764
1898,2025-05,F8 Cockatoo Island,Senior/Pensioner,7559
1899,2025-05,F8 Cockatoo Island,Sgl Trip Ferry Adult,127
1900,2025-05,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,60
1901,2025-05,F9 Watsons Bay,Adult,25674
1902,2025-05,F9 Watsons Bay,CTP,68250
1903,2025-05,F9 Watsons Bay,Child/Youth,2729
1904,2025-05,F9 Watsons Bay,Concession,1576
1905,2025-05,F9 Watsons Bay,Day Pass without SAF,0
1906,2025-05,F9 Watsons Bay,Employee,171
1907,2025-05,F9 Watsons Bay,Free Travel,57
1908,2025-05,F9 Watsons Bay,School Student,499
1909,2025-05,F9 Watsons Bay,Senior/Pensioner,14331
1910,2025-05,F9 Watsons Bay,Sgl Trip Ferry Adult,602
1911,2025-05,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,179
1912,2025-05,MFF Manly Fast Ferry,Adult,684
1913,2025-05,MFF Manly Fast Ferry,CTP,3948
1914,2025-05,MFF Manly Fast Ferry,Child/Youth,135
1915,2025-05,MFF Manly Fast Ferry,Concession,18
1916,2025-05,MFF Manly Fast Ferry,Employee,86
1917,2025-05,MFF Manly Fast Ferry,Free Travel,8
1918,2025-05,MFF Manly Fast Ferry,School Student,45
1919,2025-05,MFF Manly Fast Ferry,Senior/Pensioner,704
1920,2025-05,MFF Manly Fast Ferry,Sgl Trip Ferry Adult,198
1921,2025-05,MFF Manly Fast Ferry,Sgl Trip Ferry Child/Youth,57
1922,2025-06,118F Newcastle,Adult,5304
1923,2025-06,118F Newcastle,CTP,15498
1924,2025-06,118F Newcastle,Child/Youth,880
1925,2025-06,118F Newcastle,Concession,415
1926,2025-06,118F Newcastle,Employee,270
1927,2025-06,118F Newcastle,Free Travel,344
1928,2025-06,118F Newcastle,School Student,207
1929,2025-06,118F Newcastle,Senior/Pensioner,8563
1930,2025-06,F1 Manly,Adult,120968
1931,2025-06,F1 Manly,CTP,284730
1932,2025-06,F1 Manly,Child/Youth,17156
1933,2025-06,F1 Manly,Concession,8522
1934,2025-06,F1 Manly,Day Pass without SAF,15
1935,2025-06,F1 Manly,Employee,1637
1936,2025-06,F1 Manly,Free Travel,554
1937,2025-06,F1 Manly,School Student,2563
1938,2025-06,F1 Manly,Senior/Pensioner,57661
1939,2025-06,F1 Manly,Sgl Trip Ferry Adult,4786
1940,2025-06,F1 Manly,Sgl Trip Ferry Child/Youth,3204
1941,2025-06,F2 Taronga Zoo,Adult,25424
1942,2025-06,F2 Taronga Zoo,CTP,58068
1943,2025-06,F2 Taronga Zoo,Child/Youth,8245
1944,2025-06,F2 Taronga Zoo,Concession,1450
1945,2025-06,F2 Taronga Zoo,Day Pass Child/Youth w/o SAF,0
1946,2025-06,F2 Taronga Zoo,Day Pass without SAF,2
1947,2025-06,F2 Taronga Zoo,Employee,225
1948,2025-06,F2 Taronga Zoo,Free Travel,107
1949,2025-06,F2 Taronga Zoo,School Student,529
1950,2025-06,F2 Taronga Zoo,Senior/Pensioner,7372
1951,2025-06,F2 Taronga Zoo,Sgl Trip Ferry Adult,2703
1952,2025-06,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1684
1953,2025-06,F3 Parramatta River,Adult,46450
1954,2025-06,F3 Parramatta River,CTP,80509
1955,2025-06,F3 Parramatta River,Child/Youth,8818
1956,2025-06,F3 Parramatta River,Concession,2736
1957,2025-06,F3 Parramatta River,Day Pass Child/Youth w/o SAF,28
1958,2025-06,F3 Parramatta River,Day Pass without SAF,4
1959,2025-06,F3 Parramatta River,Employee,873
1960,2025-06,F3 Parramatta River,Free Travel,225
1961,2025-06,F3 Parramatta River,School Student,2562
1962,2025-06,F3 Parramatta River,Senior/Pensioner,29630
1963,2025-06,F3 Parramatta River,Sgl Trip Ferry Adult,4160
1964,2025-06,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1532
1965,2025-06,F4 Pyrmont Bay,Adult,55057
1966,2025-06,F4 Pyrmont Bay,CTP,125435
1967,2025-06,F4 Pyrmont Bay,Child/Youth,19031
1968,2025-06,F4 Pyrmont Bay,Concession,3976
1969,2025-06,F4 Pyrmont Bay,Day Pass Child/Youth w/o SAF,16
1970,2025-06,F4 Pyrmont Bay,Day Pass without SAF,9
1971,2025-06,F4 Pyrmont Bay,Employee,883
1972,2025-06,F4 Pyrmont Bay,Free Travel,282
1973,2025-06,F4 Pyrmont Bay,School Student,1912
1974,2025-06,F4 Pyrmont Bay,Senior/Pensioner,29942
1975,2025-06,F4 Pyrmont Bay,Sgl Trip Ferry Adult,3693
1976,2025-06,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,2892
1977,2025-06,F5 Neutral Bay,Adult,8722
1978,2025-06,F5 Neutral Bay,CTP,21324
1979,2025-06,F5 Neutral Bay,Child/Youth,903
1980,2025-06,F5 Neutral Bay,Concession,853
1981,2025-06,F5 Neutral Bay,Day Pass Child/Youth w/o SAF,0
1982,2025-06,F5 Neutral Bay,Day Pass without SAF,0
1983,2025-06,F5 Neutral Bay,Employee,155
1984,2025-06,F5 Neutral Bay,Free Travel,51
1985,2025-06,F5 Neutral Bay,School Student,203
1986,2025-06,F5 Neutral Bay,Senior/Pensioner,7962
1987,2025-06,F5 Neutral Bay,Sgl Trip Ferry Adult,208
1988,2025-06,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,143
1989,2025-06,F6 Mosman Bay,Adult,10198
1990,2025-06,F6 Mosman Bay,CTP,25165
1991,2025-06,F6 Mosman Bay,Child/Youth,1255
1992,2025-06,F6 Mosman Bay,Concession,1108
1993,2025-06,F6 Mosman Bay,Day Pass Child/Youth w/o SAF,0
1994,2025-06,F6 Mosman Bay,Day Pass without SAF,0
1995,2025-06,F6 Mosman Bay,Employee,159
1996,2025-06,F6 Mosman Bay,Free Travel,110
1997,2025-06,F6 Mosman Bay,School Student,249
1998,2025-06,F6 Mosman Bay,Senior/Pensioner,9059
1999,2025-06,F6 Mosman Bay,Sgl Trip Ferry Adult,305
2000,2025-06,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,276
2001,2025-06,F7 Double Bay,Adult,2821
2002,2025-06,F7 Double Bay,CTP,11840
2003,2025-06,F7 Double Bay,Child/Youth,568
2004,2025-06,F7 Double Bay,Concession,164
2005,2025-06,F7 Double Bay,Day Pass Child/Youth w/o SAF,0
2006,2025-06,F7 Double Bay,Day Pass without SAF,0
2007,2025-06,F7 Double Bay,Employee,23
2008,2025-06,F7 Double Bay,Free Travel,6
2009,2025-06,F7 Double Bay,School Student,77
2010,2025-06,F7 Double Bay,Senior/Pensioner,3103
2011,2025-06,F7 Double Bay,Sgl Trip Ferry Adult,66
2012,2025-06,F7 Double Bay,Sgl Trip Ferry Child/Youth,28
2013,2025-06,F8 Cockatoo Island,Adult,8285
2014,2025-06,F8 Cockatoo Island,CTP,17904
2015,2025-06,F8 Cockatoo Island,Child/Youth,2461
2016,2025-06,F8 Cockatoo Island,Concession,772
2017,2025-06,F8 Cockatoo Island,Day Pass Child/Youth w/o SAF,7
2018,2025-06,F8 Cockatoo Island,Day Pass without SAF,0
2019,2025-06,F8 Cockatoo Island,Employee,133
2020,2025-06,F8 Cockatoo Island,Free Travel,57
2021,2025-06,F8 Cockatoo Island,School Student,643
2022,2025-06,F8 Cockatoo Island,Senior/Pensioner,7237
2023,2025-06,F8 Cockatoo Island,Sgl Trip Ferry Adult,191
2024,2025-06,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,140
2025,2025-06,F9 Watsons Bay,Adult,25945
2026,2025-06,F9 Watsons Bay,CTP,64799
2027,2025-06,F9 Watsons Bay,Child/Youth,3894
2028,2025-06,F9 Watsons Bay,Concession,1457
2029,2025-06,F9 Watsons Bay,Day Pass Child/Youth w/o SAF,0
2030,2025-06,F9 Watsons Bay,Day Pass without SAF,0
2031,2025-06,F9 Watsons Bay,Employee,205
2032,2025-06,F9 Watsons Bay,Free Travel,80
2033,2025-06,F9 Watsons Bay,School Student,429
2034,2025-06,F9 Watsons Bay,Senior/Pensioner,15271
2035,2025-06,F9 Watsons Bay,Sgl Trip Ferry Adult,631
2036,2025-06,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,342
2037,2025-06,MFF Manly Fast Ferry,Adult,569
2038,2025-06,MFF Manly Fast Ferry,CTP,3619
2039,2025-06,MFF Manly Fast Ferry,Child/Youth,122
2040,2025-06,MFF Manly Fast Ferry,Concession,23
2041,2025-06,MFF Manly Fast Ferry,Employee,49
2042,2025-06,MFF Manly Fast Ferry,Free Travel,27
2043,2025-06,MFF Manly Fast Ferry,School Student,36
2044,2025-06,MFF Manly Fast Ferry,Senior/Pensioner,589
2045,2025-06,MFF Manly Fast Ferry,Sgl Trip Ferry Adult,241
2046,2025-06,MFF Manly Fast Ferry,Sgl Trip Ferry Child/Youth,92
